document,line_number,character,dialogue
a new hope,983,BEN'S VOICE,"Luke, trust me."
a new hope,984,BASE VOICE,"His computer's off.  Luke, you switched off your targeting computer.  What's wrong?"
a new hope,985,LUKE,Nothing.  I'm all right.
a new hope,986,LUKE,I've lost Artoo!
a new hope,987,MASSASSI INTERCOM VOICE,The Death Star has cleared the planet.  The Death Star has cleared the planet.
a new hope,988,DEATH STAR INTERCOM VOICE,"Rebel base, in range."
a new hope,989,TARKIN,You may fire when ready.
a new hope,990,DEATH STAR INTERCOM VOICE,Commence primary ignition.
a new hope,991,VADER,I have you now.
a new hope,992,VADER,What?
a new hope,993,HAN,Yahoo!
a new hope,994,WINGMAN,Look out!
a new hope,995,HAN,"You're all clear, kid."
a new hope,996,HAN,Now let's blow this thing and go home!
a new hope,997,INTERCOM VOICE,Stand by to fire at Rebel base.
a new hope,998,INTERCOM VOICE,Standing by.
a new hope,999,HAN,"Great shot, kid.  That was one in a million."
a new hope,1000,BEN'S VOICE,"Remember, the Force will be with you... always."
a new hope,1001,LEIA,Luke!  Luke!  Luke!
a new hope,1002,HAN,Hey!  Hey!
a new hope,1003,LUKE,I knew you'd come back!  I just knew it!
a new hope,1004,HAN,"Well, I wasn't gonna let you get all the credit and take all the reward."
a new hope,1005,LEIA,"Hey, I knew there was more to you than money."
a new hope,1006,LUKE,"Oh, no!"
a new hope,1007,THREEPIO,"Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?"
a new hope,1008,TECHNICIAN,We'll get to work on him right away.
a new hope,1009,THREEPIO,"You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them."
a new hope,1010,LUKE,He'll be all right.
the empire strikes back,1,LUKE,"Echo Three to Echo Seven. Han, old buddy, do you  read me?"
the empire strikes back,2,HAN,"Loud and clear, kid. What's up?"
the empire strikes back,3,LUKE,"Well, I finished my circle. I don't pick up any  life readings."
the empire strikes back,4,HAN,There isn't enough life on this ice cube to fill a  space cruiser. The sensors are placed. I'm going back.
the empire strikes back,5,LUKE,Right. I'll see you shortly. There's a meteorite  that hit the ground near here. I want to check it out. It won't take long.
the empire strikes back,6,LUKE,"Hey, steady girl. What's the matter? You smell something?"
the empire strikes back,7,LUKE,Aaargh!
the empire strikes back,8,HAN,Chewie!
the empire strikes back,9,HAN,"All right, don't lose your temper. I'll come right back and give  you a hand."
the empire strikes back,10,RIEEKAN,Solo?
the empire strikes back,11,HAN,"No sign of life out there, General. The sensors are in place.  You'll know if anything comes around."
the empire strikes back,12,RIEEKAN,Commander Skywalker reported in yet?
the empire strikes back,13,HAN,No. He's checking out a meteorite that hit near him.
the empire strikes back,14,RIEEKAN,"With all the meteor activity in this  system, it's going to be difficult to spot approaching ships."
the empire strikes back,15,HAN,"General, I've got to leave. I can't stay anymore."
the empire strikes back,16,RIEEKAN,I'm sorry to hear that.
the empire strikes back,17,HAN,"Well, there's a price on my head. If I don't pay off Jabba the  Hut, I'm a dead man."
the empire strikes back,18,RIEEKAN,"A death mark's not an easy thing to live with. You're a good  fighter, Solo. I hate to lose you."
the empire strikes back,19,HAN,"Thank you, General."
the empire strikes back,20,HAN,"Well, Your Highness, I guess this is it."
the empire strikes back,21,LEIA,That's right.
the empire strikes back,22,HAN,"Well, don't get all mushy on me. So long, Princess."
the empire strikes back,23,LEIA,Han!
the empire strikes back,24,HAN,"Yes, Your Highnessness?"
the empire strikes back,25,LEIA,I thought you decided to stay.
the empire strikes back,26,HAN,"Well, the bounty hunter we ran into on Ord Mantell changed my  mind."
the empire strikes back,27,LEIA,"Han, we need you!"
the empire strikes back,28,HAN,We?
the empire strikes back,29,LEIA,Yes.
the empire strikes back,30,HAN,"Oh, what about you need?"
the empire strikes back,31,LEIA,I need? I don't know what you're talking about.
the empire strikes back,32,HAN,You probably don't.
the empire strikes back,33,LEIA,And what precisely am I supposed to know?
the empire strikes back,34,HAN,Come on! You want me to stay because of the way you feel about  me.
the empire strikes back,35,LEIA,Yes. You're a great help to us. You're a natural leader...
the empire strikes back,36,HAN,No! That's not it. Come on. Aahhh -- uh huh! Come on.
the empire strikes back,37,LEIA,You're imagining things.
the empire strikes back,38,HAN,Am I? Then why are you following me? Afraid I was going to leave  without giving you a goodbye kiss?
the empire strikes back,39,LEIA,I'd just as soon kiss a Wookiee.
the empire strikes back,40,HAN,I can arrange that. You could use a good kiss!
the empire strikes back,41,THREEPIO,Don't try to blame me. I didn't ask you to turn on the  thermal heater. I merely commented that it was freezing in the princess's chamber. But it's supposed to be freezing. How are we going to dry out all her clothes? I really don't know.
the empire strikes back,42,THREEPIO,"Oh, switch off."
the empire strikes back,43,HAN,Why do you take this apart now? I'm trying to get us  out of here and you pull both of these.
the empire strikes back,44,THREEPIO,"Excuse me, sir."
the empire strikes back,45,HAN,Put them back together right now.
the empire strikes back,46,THREEPIO,"Might I have a word with you, please?"
the empire strikes back,47,HAN,What do you want?
the empire strikes back,48,THREEPIO,"Well, it's Princess Leia, sir. She's been trying to get you  on the communicator."
the empire strikes back,49,HAN,I turned it off. I don't want to talk to her.
the empire strikes back,50,THREEPIO,"Oh. Well, Princess Leia is wondering about Master Luke. He  hasn't come back yet. She doesn't know where he is."
the empire strikes back,51,HAN,I don't know where he is.
the empire strikes back,52,THREEPIO,Nobody knows where he is.
the empire strikes back,53,HAN,"What do you mean, \""nobody knows\""?"
the empire strikes back,54,THREEPIO,"Well, uh, you see..."
the empire strikes back,55,HAN,Deck Officer. Deck Officer!
the empire strikes back,56,THREEPIO,"Excuse me, sir. Might I inqu-..."
the empire strikes back,57,DECK OFFICER,"Yes, sir?"
the empire strikes back,58,HAN,Do you know where Commander Skywalker is?
the empire strikes back,59,DECK OFFICER,I haven't seen him. It's possible he came in through the  south entrance.
the empire strikes back,60,HAN,It's possible? Why don't you go find out? It's getting dark out  there.
the empire strikes back,61,DECK OFFICER,"Yes, sir."
the empire strikes back,62,THREEPIO,"Excuse me, sir. Might I inquire what's going on?"
the empire strikes back,63,HAN,Why not?
the empire strikes back,64,THREEPIO,"Impossible man. Come along, Artoo, lets find Princess Leia.  Between ourselves, I think Master Luke is in considerable danger."
the empire strikes back,65,DECK OFFICER,"Sir, Commander Skywalker hasn't come in through the  south entrance. He might have forgotten to check in."
the empire strikes back,66,HAN,Not likely. Are the speeders ready?
the empire strikes back,67,DECK OFFICER,Not yet. We're having some trouble adapting them to the  cold.
the empire strikes back,68,HAN,Then we'll have to go out on Tauntauns.
the empire strikes back,69,DECK OFFICER,"Sir, the temperature's dropping too rapidly."
the empire strikes back,70,HAN,That's right. And my friends out in it.
the empire strikes back,71,ASSISTANT OFFICER,I'll cover sector twelve. Have com-control set  screen alpha.
the empire strikes back,72,DECK OFFICER,Your Tauntaun'll freeze before you reach the first  marker.
the empire strikes back,73,HAN,Then I'll see you in hell!
the empire strikes back,74,THREEPIO,"You must come along now, Artoo. There's really nothing more  we can do. And my joints are freezing up."
the empire strikes back,75,THREEPIO,"Don't say thing like that! Of course we'll see Master Luke  again. He'll be quite all right, you'll see.  Stupid little short-circuit. He'll be quite all right."
the empire strikes back,76,LIEUTENANT,"Sir, all the patrols are in. There's still no contact from  Skywalker or Solo."
the empire strikes back,77,THREEPIO,"Mistress Leia, Artoo says he's been quite unable to pick up  any signals, although he does admit that his own range is far too weak to abandon all hope."
the empire strikes back,78,DERLIN,"Your Highness, there's nothing more we can do tonight. The  shield doors must be closed."
the empire strikes back,79,DERLIN,Close the doors.
the empire strikes back,80,LIEUTENANT,"Yes, sir."
the empire strikes back,81,THREEPIO,Artoo says the chances of survival are seven hundred  seventy-five...to one.
the empire strikes back,82,THREEPIO,"Actually, Artoo has been known to make mistakes...from time  to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know...for a human being."
the empire strikes back,83,BEN,Luke...Luke.
the empire strikes back,84,LUKE,Ben?
the empire strikes back,85,BEN,You will go to the Dagobah system.
the empire strikes back,86,LUKE,Dagobah system?
the empire strikes back,87,BEN,"There you will learn from Yoda, the Jedi Master who instructed  me."
the empire strikes back,88,LUKE,Ben...Ben.
the empire strikes back,89,HAN,"Luke! Luke! Don't do this, Luke. Come on, give me a sign here."
the empire strikes back,90,HAN,Not much time.
the empire strikes back,91,LUKE,Ben...Ben...
the empire strikes back,92,HAN,"Hang on, kid."
the empire strikes back,93,LUKE,Dagobah system...
the empire strikes back,94,HAN,Whew...
the empire strikes back,95,LUKE,Dagobah...
the empire strikes back,96,HAN,"This may smell bad, kid..."
the empire strikes back,97,LUKE,Yoda...
the empire strikes back,98,HAN,...but it will keep you warm...til I get the shelter built.   Ooh...I thought they smelled bad on the outside!
the empire strikes back,99,ZEV,"Echo Base...I've got something! Not much, but  it could be a life form."
the empire strikes back,100,ZEV,"This is Rouge Two. this is Rouge Two. Captain  Solo, so you copy? Commander Skywalker, do you copy? This is Rouge Two."
the empire strikes back,101,HAN,Good morning. Nice of you guys to  drop by.
the empire strikes back,102,ZEV,"Echo Base...this is Rouge Two. I found  them. Repeat, I found them."
the empire strikes back,103,THREEPIO,"Master Luke, sir, it's good to see you fully functional  again."
the empire strikes back,104,THREEPIO,"Artoo expresses his relief, also."
the empire strikes back,105,HAN,"How are you feeling, kid? You don't look so bad to me. In fact,  you look strong enough to pull the ears off a Gundark."
the empire strikes back,106,LUKE,Thanks to you.
the empire strikes back,107,HAN,"That's two you owe me, junior."
the empire strikes back,108,HAN,"Well your Worship, looks like you managed to keep me around for a  little while longer."
the empire strikes back,109,LEIA,I had nothing to do with it. General Rieekan thinks  it's dangerous for any ships to leave the system until we've activated the energy shield.
the empire strikes back,110,HAN,That's a good story. I think you just can't bear to let a  gorgeous guy like me out of your sight.
the empire strikes back,111,LEIA,"I don't know where you get you delusions, laser brain."
the empire strikes back,112,HAN,"Laugh it up, fuzz ball. But you didn't see us alone in the south  passage."
the empire strikes back,113,HAN,She expressed her true feelings for me.
the empire strikes back,114,LEIA,"My...! Why, you stuck up,...half-witted,...scruffy-looking...  nerf-herder!"
the empire strikes back,115,HAN,"Who's scruffy-looking?  I must have hit her pretty close  to the mark to get her all riled up like that, huh, kid?"
the empire strikes back,116,LEIA,"Why, I guess you don't know everything about women yet?"
the empire strikes back,117,ANNOUNCER,"Headquarters personnel, report to command  center."
the empire strikes back,118,HAN,Take it easy.
the empire strikes back,119,THREEPIO,"Excuse us, please."
the empire strikes back,120,RIEEKAN,Princess...we have a visitor.
the empire strikes back,121,RIEEKAN,"We've picked up something outside the base in zone twelve,  moving east."
the empire strikes back,122,SENIOR CONTROLLER,It's metal.
the empire strikes back,123,LEIA,Then it couldn't be one of those creatures that attacked Luke.
the empire strikes back,124,HAN,"It could be a speeder, one of ours."
the empire strikes back,125,SENIOR CONTROLLER,No. Wait -- there's something very weak coming  through.
the empire strikes back,126,THREEPIO,"Sir, I am fluent in six million forms of communication. This  signal is not used by the Alliance. It could be an Imperial code."
the empire strikes back,127,HAN,"It isn't friendly, whatever it is. Come on, Chewie, let's check  it out."
the empire strikes back,128,RIEEKAN,Send Rouges Ten and Eleven to station three-eight.
the empire strikes back,129,HAN,Afraid there's not much left.
the empire strikes back,130,LEIA,What was it?
the empire strikes back,131,HAN,Droid of some kind. I didn't hit it that hard. It  must have had a self-destruct.
the empire strikes back,132,LEIA,An Imperial probe droid.
the empire strikes back,133,HAN,It's a good bet the Empire knows we're here.
the empire strikes back,134,RIEEKAN,We'd better start the evacuation.
the empire strikes back,135,PIETT,Admiral.
the empire strikes back,136,OZZEL,"Yes, Captain"
the empire strikes back,137,PIETT,"I think we've got something, sir. The report is only a fragment  had."
the empire strikes back,138,OZZEL,"We have thousands of probe droids searching the  galaxy. I want proof, not leads!"
the empire strikes back,139,PIETT,The visuals indicate life readings.
the empire strikes back,140,OZZEL,It could mean anything. If we followed every lead...
the empire strikes back,141,PIETT,"But, sir, the Hoth system is supposed to be devoid of human  forms."
